tamanhoMem,minBloco,requisicoes, - ,cleaningPercent,execucao,real_time,user_time,sys_time,max_memory_kb
1024,2,10,1,0,1,0.04,0.04,0.02,41800
1024,2,10,1,10,1,0.04,0.04,0.02,41572
1024,2,10,1,20,1,0.04,0.04,0.01,41772
1024,2,10,1,30,1,0.04,0.04,0.02,41432
1024,2,10,1,40,1,0.04,0.03,0.02,41148
1024,2,10,1,50,1,0.04,0.04,0.01,41712
1024,2,10,1,60,1,0.04,0.04,0.01,41492
1024,2,10,1,70,1,0.04,0.04,0.02,41308
1024,2,10,1,80,1,0.04,0.05,0.01,41320
1024,2,10,1,90,1,0.04,0.04,0.01,41728
1024,2,10,1,100,1,0.04,0.04,0.01,41216
1024,2,20,1,0,1,0.04,0.05,0.02,41720
1024,2,20,1,10,1,0.04,0.04,0.02,41636
1024,2,20,1,20,1,0.04,0.04,0.02,41372
1024,2,20,1,30,1,0.04,0.04,0.02,41632
1024,2,20,1,40,1,0.04,0.05,0.02,41552
1024,2,20,1,50,1,0.04,0.04,0.02,41820
1024,2,20,1,60,1,0.04,0.04,0.02,41580
1024,2,20,1,70,1,0.04,0.05,0.01,41940
1024,2,20,1,80,1,0.05,0.05,0.01,41292
1024,2,20,1,90,1,0.04,0.04,0.02,41980
1024,2,20,1,100,1,0.04,0.04,0.02,41464
1024,2,30,1,0,1,0.05,0.05,0.02,41748
1024,2,30,1,10,1,0.04,0.05,0.02,42020
1024,2,30,1,20,1,0.04,0.05,0.02,41800
1024,2,30,1,30,1,0.05,0.06,0.01,42436
1024,2,30,1,40,1,0.05,0.05,0.02,41852
1024,2,30,1,50,1,0.05,0.05,0.02,41552
1024,2,30,1,60,1,0.05,0.05,0.02,41980
1024,2,30,1,70,1,0.04,0.05,0.02,42004
1024,2,30,1,80,1,0.05,0.05,0.02,41920
1024,2,30,1,90,1,0.05,0.05,0.02,42056
1024,2,30,1,100,1,0.04,0.05,0.02,41920
1024,2,40,1,0,1,0.04,0.06,0.01,41780
1024,2,40,1,10,1,0.04,0.05,0.02,41516
1024,2,40,1,20,1,0.04,0.05,0.02,42380
1024,2,40,1,30,1,0.04,0.05,0.02,42488
1024,2,40,1,40,1,0.04,0.05,0.02,42056
1024,2,40,1,50,1,0.04,0.05,0.02,41868
1024,2,40,1,60,1,0.04,0.05,0.02,42244
1024,2,40,1,70,1,0.04,0.06,0.01,42236
1024,2,40,1,80,1,0.04,0.06,0.01,42236
1024,2,40,1,90,1,0.04,0.05,0.01,42388
1024,2,40,1,100,1,0.04,0.06,0.01,42064
1024,2,50,1,0,1,0.04,0.05,0.02,42212
1024,2,50,1,10,1,0.04,0.06,0.01,42216
1024,2,50,1,20,1,0.04,0.05,0.02,41984
1024,2,50,1,30,1,0.04,0.04,0.03,42004
1024,2,50,1,40,1,0.04,0.06,0.01,41996
1024,2,50,1,50,1,0.04,0.06,0.02,42316
1024,2,50,1,60,1,0.04,0.05,0.02,41996
1024,2,50,1,70,1,0.04,0.05,0.02,42024
1024,2,50,1,80,1,0.04,0.05,0.02,42320
1024,2,50,1,90,1,0.04,0.06,0.01,41688
1024,2,50,1,100,1,0.04,0.05,0.02,42444
1024,2,60,1,0,1,0.04,0.05,0.02,42152
1024,2,60,1,10,1,0.05,0.06,0.02,42324
1024,2,60,1,20,1,0.04,0.06,0.02,42364
1024,2,60,1,30,1,0.04,0.06,0.02,42052
1024,2,60,1,40,1,0.04,0.06,0.01,42304
1024,2,60,1,50,1,0.04,0.05,0.02,42412
1024,2,60,1,60,1,0.05,0.05,0.02,42076
1024,2,60,1,70,1,0.04,0.05,0.02,42504
1024,2,60,1,80,1,0.04,0.05,0.02,42340
1024,2,60,1,90,1,0.04,0.06,0.02,42168
1024,2,60,1,100,1,0.04,0.05,0.02,42368
1024,2,100,1,0,1,0.04,0.07,0.01,43620
1024,2,100,1,10,1,0.04,0.06,0.02,43124
1024,2,100,1,20,1,0.05,0.06,0.02,43920
1024,2,100,1,30,1,0.05,0.06,0.02,43536
1024,2,100,1,40,1,0.05,0.06,0.02,43292
1024,2,100,1,50,1,0.04,0.06,0.02,43064
1024,2,100,1,60,1,0.05,0.07,0.01,43576
1024,2,100,1,70,1,0.05,0.06,0.02,44000
1024,2,100,1,80,1,0.05,0.07,0.02,43128
1024,2,100,1,90,1,0.05,0.06,0.02,43716
1024,2,100,1,100,1,0.04,0.06,0.02,43912
1024,2,1000,1,0,1,0.06,0.09,0.02,44304
1024,2,1000,1,10,1,0.06,0.08,0.03,44860
1024,2,1000,1,20,1,0.06,0.09,0.02,44508
1024,2,1000,1,30,1,0.06,0.08,0.02,44740
1024,2,1000,1,40,1,0.06,0.09,0.02,44348
1024,2,1000,1,50,1,0.06,0.09,0.02,44872
1024,2,1000,1,60,1,0.06,0.09,0.02,44644
1024,2,1000,1,70,1,0.06,0.09,0.02,45016
1024,2,1000,1,80,1,0.06,0.09,0.02,44868
1024,2,1000,1,90,1,0.06,0.09,0.02,44680
1024,2,1000,1,100,1,0.06,0.09,0.02,44552
1024,4,10,1,0,1,0.04,0.04,0.02,41472
1024,4,10,1,10,1,0.04,0.04,0.01,41832
1024,4,10,1,20,1,0.04,0.04,0.02,41796
1024,4,10,1,30,1,0.04,0.03,0.02,41756
1024,4,10,1,40,1,0.03,0.04,0.02,41804
1024,4,10,1,50,1,0.03,0.04,0.01,41456
1024,4,10,1,60,1,0.03,0.04,0.02,41656
1024,4,10,1,70,1,0.04,0.04,0.01,41732
1024,4,10,1,80,1,0.04,0.03,0.02,41724
1024,4,10,1,90,1,0.04,0.04,0.01,41484
1024,4,10,1,100,1,0.04,0.04,0.02,41760
1024,4,20,1,0,1,0.04,0.04,0.02,41780
1024,4,20,1,10,1,0.04,0.05,0.01,41664
1024,4,20,1,20,1,0.05,0.05,0.02,41740
1024,4,20,1,30,1,0.04,0.05,0.01,41932
1024,4,20,1,40,1,0.04,0.04,0.02,41768
1024,4,20,1,50,1,0.04,0.04,0.02,41624
1024,4,20,1,60,1,0.05,0.05,0.02,41828
1024,4,20,1,70,1,0.04,0.04,0.02,41764
1024,4,20,1,80,1,0.05,0.05,0.02,41708
1024,4,20,1,90,1,0.05,0.04,0.02,41672
1024,4,20,1,100,1,0.04,0.05,0.01,42100
1024,4,30,1,0,1,0.05,0.05,0.02,41784
1024,4,30,1,10,1,0.04,0.05,0.02,42356
1024,4,30,1,20,1,0.05,0.05,0.02,41552
1024,4,30,1,30,1,0.04,0.05,0.01,42072
1024,4,30,1,40,1,0.04,0.05,0.02,42532
1024,4,30,1,50,1,0.04,0.05,0.01,41900
1024,4,30,1,60,1,0.04,0.05,0.02,42140
1024,4,30,1,70,1,0.04,0.04,0.02,41928
1024,4,30,1,80,1,0.04,0.04,0.02,41920
1024,4,30,1,90,1,0.04,0.04,0.02,41972
1024,4,30,1,100,1,0.04,0.05,0.02,42196
1024,4,40,1,0,1,0.04,0.05,0.02,42004
1024,4,40,1,10,1,0.04,0.05,0.02,41772
1024,4,40,1,20,1,0.04,0.05,0.02,41600
1024,4,40,1,30,1,0.04,0.05,0.02,42188
1024,4,40,1,40,1,0.04,0.05,0.02,41972
1024,4,40,1,50,1,0.04,0.05,0.02,42104
1024,4,40,1,60,1,0.04,0.06,0.01,42048
1024,4,40,1,70,1,0.04,0.05,0.02,42444
1024,4,40,1,80,1,0.04,0.06,0.01,42056
1024,4,40,1,90,1,0.04,0.05,0.02,42160
1024,4,40,1,100,1,0.04,0.05,0.02,42272
1024,4,50,1,0,1,0.04,0.05,0.02,42476
1024,4,50,1,10,1,0.04,0.05,0.02,42168
1024,4,50,1,20,1,0.04,0.06,0.01,42172
1024,4,50,1,30,1,0.04,0.06,0.01,41848
1024,4,50,1,40,1,0.04,0.05,0.02,42232
1024,4,50,1,50,1,0.04,0.04,0.03,42064
1024,4,50,1,60,1,0.04,0.06,0.01,42044
1024,4,50,1,70,1,0.04,0.05,0.02,42192
1024,4,50,1,80,1,0.04,0.05,0.02,42080
1024,4,50,1,90,1,0.04,0.05,0.02,42048
1024,4,50,1,100,1,0.04,0.05,0.02,42272
1024,4,60,1,0,1,0.05,0.05,0.02,42188
1024,4,60,1,10,1,0.05,0.06,0.02,41972
1024,4,60,1,20,1,0.05,0.06,0.02,42168
1024,4,60,1,30,1,0.05,0.06,0.01,41800
1024,4,60,1,40,1,0.04,0.06,0.02,42404
1024,4,60,1,50,1,0.05,0.05,0.02,41796
1024,4,60,1,60,1,0.05,0.05,0.02,42240
1024,4,60,1,70,1,0.05,0.05,0.02,42188
1024,4,60,1,80,1,0.05,0.05,0.02,41876
1024,4,60,1,90,1,0.05,0.06,0.01,42616
1024,4,60,1,100,1,0.04,0.06,0.02,42496
1024,4,100,1,0,1,0.05,0.06,0.02,43272
1024,4,100,1,10,1,0.05,0.07,0.02,43288
1024,4,100,1,20,1,0.05,0.07,0.01,42948
1024,4,100,1,30,1,0.05,0.07,0.02,42896
1024,4,100,1,40,1,0.05,0.06,0.02,43044
1024,4,100,1,50,1,0.04,0.06,0.02,43004
1024,4,100,1,60,1,0.05,0.06,0.02,43708
1024,4,100,1,70,1,0.05,0.06,0.03,43112
1024,4,100,1,80,1,0.05,0.06,0.02,42988
1024,4,100,1,90,1,0.05,0.07,0.01,43160
1024,4,100,1,100,1,0.05,0.06,0.02,42944
1024,4,1000,1,0,1,0.06,0.08,0.02,44220
1024,4,1000,1,10,1,0.06,0.08,0.02,42772
1024,4,1000,1,20,1,0.06,0.08,0.02,44392
1024,4,1000,1,30,1,0.06,0.08,0.02,43324
1024,4,1000,1,40,1,0.06,0.07,0.02,43636
1024,4,1000,1,50,1,0.06,0.08,0.02,44388
1024,4,1000,1,60,1,0.06,0.07,0.02,43308
1024,4,1000,1,70,1,0.05,0.08,0.02,43648
1024,4,1000,1,80,1,0.06,0.08,0.02,43688
1024,4,1000,1,90,1,0.06,0.07,0.02,43372
1024,4,1000,1,100,1,0.05,0.07,0.02,43216
1024,8,10,1,0,1,0.05,0.04,0.01,41636
1024,8,10,1,10,1,0.03,0.04,0.02,42140
1024,8,10,1,20,1,0.05,0.04,0.02,41152
1024,8,10,1,30,1,0.03,0.04,0.01,41404
1024,8,10,1,40,1,0.03,0.04,0.02,41592
1024,8,10,1,50,1,0.04,0.04,0.02,41584
1024,8,10,1,60,1,0.04,0.04,0.02,41280
1024,8,10,1,70,1,0.05,0.04,0.02,42096
1024,8,10,1,80,1,0.04,0.04,0.02,41608
1024,8,10,1,90,1,0.04,0.04,0.02,41720
1024,8,10,1,100,1,0.04,0.04,0.01,41672
1024,8,20,1,0,1,0.04,0.04,0.02,41380
1024,8,20,1,10,1,0.04,0.05,0.01,41892
1024,8,20,1,20,1,0.05,0.04,0.02,41588
1024,8,20,1,30,1,0.04,0.05,0.01,41504
1024,8,20,1,40,1,0.04,0.05,0.01,41952
1024,8,20,1,50,1,0.04,0.04,0.02,41624
1024,8,20,1,60,1,0.04,0.05,0.01,41676
1024,8,20,1,70,1,0.04,0.04,0.02,41736
1024,8,20,1,80,1,0.04,0.05,0.01,42020
1024,8,20,1,90,1,0.05,0.04,0.02,41540
1024,8,20,1,100,1,0.04,0.04,0.02,41672
1024,8,30,1,0,1,0.04,0.06,0.01,41968
1024,8,30,1,10,1,0.04,0.04,0.02,42212
1024,8,30,1,20,1,0.04,0.04,0.02,41972
1024,8,30,1,30,1,0.04,0.05,0.02,42036
1024,8,30,1,40,1,0.04,0.05,0.02,42152
1024,8,30,1,50,1,0.04,0.05,0.02,42328
1024,8,30,1,60,1,0.04,0.05,0.02,41772
1024,8,30,1,70,1,0.04,0.05,0.02,41888
1024,8,30,1,80,1,0.04,0.05,0.02,41520
1024,8,30,1,90,1,0.04,0.05,0.02,42388
1024,8,30,1,100,1,0.04,0.04,0.02,42048
1024,8,40,1,0,1,0.04,0.05,0.02,42428
1024,8,40,1,10,1,0.04,0.06,0.01,42272
1024,8,40,1,20,1,0.04,0.05,0.02,42204
1024,8,40,1,30,1,0.04,0.06,0.01,41992
1024,8,40,1,40,1,0.04,0.05,0.02,42164
1024,8,40,1,50,1,0.04,0.04,0.02,42128
1024,8,40,1,60,1,0.04,0.05,0.02,41964
1024,8,40,1,70,1,0.04,0.05,0.02,42220
1024,8,40,1,80,1,0.04,0.05,0.01,42032
1024,8,40,1,90,1,0.04,0.05,0.02,42548
1024,8,40,1,100,1,0.04,0.05,0.02,42072
1024,8,50,1,0,1,0.04,0.05,0.02,41872
1024,8,50,1,10,1,0.04,0.05,0.02,42028
1024,8,50,1,20,1,0.04,0.05,0.02,42180
1024,8,50,1,30,1,0.04,0.06,0.01,42344
1024,8,50,1,40,1,0.04,0.05,0.02,41736
1024,8,50,1,50,1,0.04,0.05,0.02,42180
1024,8,50,1,60,1,0.04,0.06,0.01,42452
1024,8,50,1,70,1,0.04,0.05,0.02,42432
1024,8,50,1,80,1,0.04,0.05,0.02,41892
1024,8,50,1,90,1,0.04,0.05,0.02,42476
1024,8,50,1,100,1,0.04,0.05,0.02,41964
1024,8,60,1,0,1,0.04,0.05,0.02,42088
1024,8,60,1,10,1,0.04,0.06,0.01,42292
1024,8,60,1,20,1,0.04,0.05,0.02,41988
1024,8,60,1,30,1,0.04,0.05,0.02,42304
1024,8,60,1,40,1,0.04,0.05,0.02,42220
1024,8,60,1,50,1,0.04,0.05,0.02,42164
1024,8,60,1,60,1,0.04,0.06,0.01,41980
1024,8,60,1,70,1,0.04,0.05,0.02,41856
1024,8,60,1,80,1,0.04,0.05,0.02,41844
1024,8,60,1,90,1,0.04,0.06,0.01,42248
1024,8,60,1,100,1,0.04,0.05,0.02,42264
1024,8,100,1,0,1,0.04,0.05,0.02,42076
1024,8,100,1,10,1,0.04,0.06,0.02,42288
1024,8,100,1,20,1,0.04,0.05,0.02,42196
1024,8,100,1,30,1,0.04,0.06,0.01,42324
1024,8,100,1,40,1,0.04,0.06,0.01,42076
1024,8,100,1,50,1,0.04,0.05,0.02,42052
1024,8,100,1,60,1,0.04,0.05,0.02,42188
1024,8,100,1,70,1,0.04,0.06,0.01,42528
1024,8,100,1,80,1,0.04,0.05,0.02,41688
1024,8,100,1,90,1,0.04,0.06,0.01,42192
1024,8,100,1,100,1,0.04,0.05,0.02,42204
1024,8,1000,1,0,1,0.04,0.06,0.02,42704
1024,8,1000,1,10,1,0.04,0.06,0.02,42200
1024,8,1000,1,20,1,0.04,0.06,0.02,42776
1024,8,1000,1,30,1,0.04,0.06,0.02,42320
1024,8,1000,1,40,1,0.04,0.07,0.02,42576
1024,8,1000,1,50,1,0.04,0.06,0.02,42064
1024,8,1000,1,60,1,0.04,0.06,0.02,42748
1024,8,1000,1,70,1,0.04,0.05,0.03,42248
1024,8,1000,1,80,1,0.04,0.06,0.02,42124
1024,8,1000,1,90,1,0.04,0.06,0.02,42756
1024,8,1000,1,100,1,0.04,0.06,0.02,42496
1024,16,10,1,0,1,0.05,0.04,0.02,41540
1024,16,10,1,10,1,0.05,0.04,0.01,41388
1024,16,10,1,20,1,0.05,0.04,0.01,41412
1024,16,10,1,30,1,0.04,0.04,0.02,41744
1024,16,10,1,40,1,0.05,0.04,0.02,41660
1024,16,10,1,50,1,0.05,0.04,0.02,41824
1024,16,10,1,60,1,0.05,0.04,0.02,41152
1024,16,10,1,70,1,0.05,0.04,0.02,41740
1024,16,10,1,80,1,0.04,0.04,0.02,42080
1024,16,10,1,90,1,0.05,0.05,0.01,41780
1024,16,10,1,100,1,0.05,0.04,0.02,41392
1024,16,20,1,0,1,0.04,0.05,0.01,41864
1024,16,20,1,10,1,0.04,0.05,0.01,41844
1024,16,20,1,20,1,0.04,0.04,0.02,41748
1024,16,20,1,30,1,0.04,0.04,0.02,42224
1024,16,20,1,40,1,0.04,0.04,0.02,41928
1024,16,20,1,50,1,0.04,0.04,0.02,41568
1024,16,20,1,60,1,0.04,0.04,0.02,41488
1024,16,20,1,70,1,0.04,0.05,0.01,41968
1024,16,20,1,80,1,0.04,0.04,0.02,41624
1024,16,20,1,90,1,0.04,0.04,0.02,41440
1024,16,20,1,100,1,0.04,0.05,0.01,41812
1024,16,30,1,0,1,0.04,0.05,0.02,41564
1024,16,30,1,10,1,0.04,0.04,0.02,41812
1024,16,30,1,20,1,0.05,0.06,0.01,41704
1024,16,30,1,30,1,0.04,0.04,0.02,41864
1024,16,30,1,40,1,0.04,0.04,0.02,41788
1024,16,30,1,50,1,0.04,0.05,0.01,42044
1024,16,30,1,60,1,0.04,0.05,0.01,41732
1024,16,30,1,70,1,0.04,0.05,0.01,41844
1024,16,30,1,80,1,0.04,0.04,0.02,41980
1024,16,30,1,90,1,0.04,0.05,0.01,42104
1024,16,30,1,100,1,0.04,0.04,0.02,41804
1024,16,40,1,0,1,0.04,0.05,0.01,41728
1024,16,40,1,10,1,0.04,0.05,0.02,41656
1024,16,40,1,20,1,0.04,0.05,0.02,41848
1024,16,40,1,30,1,0.04,0.04,0.02,41584
1024,16,40,1,40,1,0.04,0.04,0.02,41632
1024,16,40,1,50,1,0.04,0.04,0.02,41968
1024,16,40,1,60,1,0.04,0.04,0.02,41864
1024,16,40,1,70,1,0.04,0.04,0.02,41820
1024,16,40,1,80,1,0.04,0.05,0.02,41996
1024,16,40,1,90,1,0.04,0.05,0.02,41868
1024,16,40,1,100,1,0.04,0.04,0.02,41656
1024,16,50,1,0,1,0.04,0.04,0.02,41824
1024,16,50,1,10,1,0.04,0.05,0.01,41596
1024,16,50,1,20,1,0.04,0.05,0.02,41480
1024,16,50,1,30,1,0.04,0.05,0.02,41752
1024,16,50,1,40,1,0.05,0.05,0.01,41968
1024,16,50,1,50,1,0.04,0.05,0.02,41444
1024,16,50,1,60,1,0.04,0.05,0.02,41788
1024,16,50,1,70,1,0.05,0.05,0.01,42136
1024,16,50,1,80,1,0.04,0.04,0.02,41788
1024,16,50,1,90,1,0.04,0.05,0.02,41888
1024,16,50,1,100,1,0.04,0.05,0.02,41840
1024,16,60,1,0,1,0.04,0.04,0.02,42036
1024,16,60,1,10,1,0.04,0.04,0.02,41620
1024,16,60,1,20,1,0.04,0.05,0.02,41712
1024,16,60,1,30,1,0.04,0.05,0.01,41864
1024,16,60,1,40,1,0.04,0.05,0.02,42008
1024,16,60,1,50,1,0.04,0.05,0.02,41760
1024,16,60,1,60,1,0.05,0.05,0.02,41836
1024,16,60,1,70,1,0.04,0.04,0.02,41856
1024,16,60,1,80,1,0.04,0.05,0.02,41552
1024,16,60,1,90,1,0.04,0.05,0.02,41620
1024,16,60,1,100,1,0.04,0.05,0.02,41840
1024,16,100,1,0,1,0.05,0.05,0.02,41584
1024,16,100,1,10,1,0.04,0.04,0.02,41820
1024,16,100,1,20,1,0.04,0.04,0.02,41800
1024,16,100,1,30,1,0.04,0.05,0.02,41672
1024,16,100,1,40,1,0.05,0.05,0.01,41528
1024,16,100,1,50,1,0.04,0.04,0.02,41856
1024,16,100,1,60,1,0.05,0.05,0.02,41532
1024,16,100,1,70,1,0.05,0.04,0.02,41480
1024,16,100,1,80,1,0.05,0.04,0.02,41868
1024,16,100,1,90,1,0.04,0.05,0.01,41676
1024,16,100,1,100,1,0.04,0.04,0.02,41680
1024,16,1000,1,0,1,0.05,0.05,0.02,42436
1024,16,1000,1,10,1,0.04,0.06,0.01,42384
1024,16,1000,1,20,1,0.05,0.05,0.02,42664
1024,16,1000,1,30,1,0.05,0.05,0.01,41836
1024,16,1000,1,40,1,0.04,0.05,0.02,42332
1024,16,1000,1,50,1,0.04,0.05,0.02,41948
1024,16,1000,1,60,1,0.05,0.05,0.02,41644
1024,16,1000,1,70,1,0.04,0.05,0.01,41948
1024,16,1000,1,80,1,0.04,0.04,0.02,41996
1024,16,1000,1,90,1,0.05,0.05,0.02,41668
1024,16,1000,1,100,1,0.05,0.05,0.02,42264
1024,32,10,1,0,1,0.04,0.04,0.02,41788
1024,32,10,1,10,1,0.04,0.04,0.02,41800
1024,32,10,1,20,1,0.04,0.04,0.02,41472
1024,32,10,1,30,1,0.04,0.04,0.01,41864
1024,32,10,1,40,1,0.04,0.04,0.01,41344
1024,32,10,1,50,1,0.03,0.04,0.01,41680
1024,32,10,1,60,1,0.03,0.03,0.02,41500
1024,32,10,1,70,1,0.03,0.04,0.02,41368
1024,32,10,1,80,1,0.03,0.04,0.02,41760
1024,32,10,1,90,1,0.03,0.04,0.02,41876
1024,32,10,1,100,1,0.04,0.04,0.01,41576
1024,32,20,1,0,1,0.04,0.04,0.02,41332
1024,32,20,1,10,1,0.04,0.04,0.02,41536
1024,32,20,1,20,1,0.04,0.04,0.02,41592
1024,32,20,1,30,1,0.04,0.04,0.01,41780
1024,32,20,1,40,1,0.04,0.04,0.02,41056
1024,32,20,1,50,1,0.04,0.04,0.01,41908
1024,32,20,1,60,1,0.03,0.04,0.01,41788
1024,32,20,1,70,1,0.04,0.04,0.02,41592
1024,32,20,1,80,1,0.04,0.04,0.02,41744
1024,32,20,1,90,1,0.03,0.04,0.01,41676
1024,32,20,1,100,1,0.04,0.03,0.02,41660
1024,32,30,1,0,1,0.04,0.04,0.01,41648
1024,32,30,1,10,1,0.04,0.04,0.02,41892
1024,32,30,1,20,1,0.04,0.04,0.01,41856
1024,32,30,1,30,1,0.04,0.04,0.02,41772
1024,32,30,1,40,1,0.04,0.04,0.02,41492
1024,32,30,1,50,1,0.04,0.04,0.02,41216
1024,32,30,1,60,1,0.04,0.04,0.02,41520
1024,32,30,1,70,1,0.03,0.04,0.02,41652
1024,32,30,1,80,1,0.04,0.05,0.01,41516
1024,32,30,1,90,1,0.04,0.04,0.02,41488
1024,32,30,1,100,1,0.04,0.04,0.01,41636
1024,32,40,1,0,1,0.03,0.03,0.02,41364
1024,32,40,1,10,1,0.04,0.05,0.01,41584
1024,32,40,1,20,1,0.04,0.04,0.02,41748
1024,32,40,1,30,1,0.04,0.04,0.02,41764
1024,32,40,1,40,1,0.04,0.04,0.01,41620
1024,32,40,1,50,1,0.04,0.04,0.02,41992
1024,32,40,1,60,1,0.03,0.04,0.01,41676
1024,32,40,1,70,1,0.04,0.04,0.01,41588
1024,32,40,1,80,1,0.04,0.04,0.01,41532
1024,32,40,1,90,1,0.04,0.04,0.02,41500
1024,32,40,1,100,1,0.04,0.04,0.01,41276
1024,32,50,1,0,1,0.04,0.04,0.02,41304
1024,32,50,1,10,1,0.03,0.04,0.01,41444
1024,32,50,1,20,1,0.04,0.04,0.02,41580
1024,32,50,1,30,1,0.04,0.04,0.02,41384
1024,32,50,1,40,1,0.04,0.04,0.02,41500
1024,32,50,1,50,1,0.04,0.04,0.02,41600
1024,32,50,1,60,1,0.04,0.03,0.02,41476
1024,32,50,1,70,1,0.04,0.04,0.02,41892
1024,32,50,1,80,1,0.04,0.04,0.02,41452
1024,32,50,1,90,1,0.04,0.04,0.02,41372
1024,32,50,1,100,1,0.04,0.04,0.02,41788
1024,32,60,1,0,1,0.04,0.04,0.01,41444
1024,32,60,1,10,1,0.04,0.04,0.02,41360
1024,32,60,1,20,1,0.04,0.04,0.02,41372
1024,32,60,1,30,1,0.04,0.04,0.01,41848
1024,32,60,1,40,1,0.04,0.05,0.01,41812
1024,32,60,1,50,1,0.04,0.04,0.02,41612
1024,32,60,1,60,1,0.04,0.04,0.01,41848
1024,32,60,1,70,1,0.04,0.04,0.01,41320
1024,32,60,1,80,1,0.04,0.04,0.02,41720
1024,32,60,1,90,1,0.04,0.03,0.02,41536
1024,32,60,1,100,1,0.04,0.04,0.01,41512
1024,32,100,1,0,1,0.04,0.03,0.02,41464
1024,32,100,1,10,1,0.04,0.04,0.01,41284
1024,32,100,1,20,1,0.04,0.04,0.02,41536
1024,32,100,1,30,1,0.04,0.04,0.02,41536
