TamanhoMem,minBloco,requisicoes,threads,cleaningPercent,execucao,segundos
1024,64,50,0,0,176797,0.176797
1024,64,50,0,20,177137,0.177137
1024,64,50,0,50,177468,0.177468
1024,64,50,0,30,178931,0.178931
1024,64,50,0,80,179111,0.179111
1024,64,50,0,60,179311,0.179311
1024,64,50,0,40,179732,0.179732
1024,64,50,0,70,181505,0.181505
1024,64,50,0,90,182166,0.182166
1024,64,50,0,10,195952,0.195952
1024,64,50,0,100,201473,0.201473
1024,32,50,0,0,292661,0.292661
2048,64,50,0,0,298602,0.298602
1024,32,50,0,100,300405,0.300405
2048,64,50,0,90,310625,0.310625
2048,64,50,0,70,313199,0.313199
1024,32,50,0,30,316845,0.316845
2048,64,50,0,50,317427,0.317427
4096,2,50,0,60,318058,0.318058
2048,64,50,0,30,318398,0.318398
1024,32,50,0,90,318900,0.3189
2048,64,50,0,100,324069,0.324069
4096,2,50,0,0,324630,0.32463
1024,32,50,0,80,325292,0.325292
2048,2,50,0,70,326954,0.326954
2048,64,50,0,40,328367,0.328367
4096,2,50,0,40,332415,0.332415
1024,2,50,0,10,332946,0.332946
4096,2,50,0,80,333275,0.333275
1024,32,50,0,70,333376,0.333376
2048,2,50,0,0,334308,0.334308
4096,2,50,0,70,335470,0.33547
2048,2,50,0,90,336121,0.336121
8192,2,50,0,30,337123,0.337123
4096,2,50,0,30,337404,0.337404
4096,2,50,0,50,337925,0.337925
1024,32,50,0,40,338195,0.338195
8192,2,50,0,0,338686,0.338686
2048,2,50,0,100,338816,0.338816
8192,2,50,0,100,338856,0.338856
1024,2,50,0,70,339237,0.339237
8192,2,50,0,90,339698,0.339698
1024,2,50,0,100,339738,0.339738
2048,2,50,0,30,340810,0.34081
4096,2,50,0,20,341090,0.34109
1024,2,50,0,90,341220,0.34122
1024,2,50,0,30,341400,0.3414
1024,2,50,0,50,341621,0.341621
1024,2,50,0,0,342703,0.342703
8192,2,50,0,40,343134,0.343134
8192,2,50,0,50,343836,0.343836
1024,2,50,0,80,344085,0.344085
8192,2,50,0,60,344156,0.344156
1024,32,50,0,20,344517,0.344517
4096,2,50,0,100,345157,0.345157
1024,32,50,0,10,345769,0.345769
2048,2,50,0,10,346981,0.346981
2048,2,50,0,20,347552,0.347552
8192,2,50,0,20,347722,0.347722
2048,64,50,0,80,348253,0.348253
1024,32,50,0,60,349035,0.349035
2048,64,50,0,60,349777,0.349777
2048,64,50,0,20,349887,0.349887
2048,2,50,0,40,350277,0.350277
1024,2,50,0,40,351079,0.351079
1024,32,50,0,50,351840,0.35184
8192,2,50,0,10,352331,0.352331
1024,2,50,0,60,354716,0.354716
2048,2,50,0,80,355668,0.355668
4096,2,50,0,90,356739,0.356739
2048,2,50,0,50,358162,0.358162
1024,2,50,0,20,358282,0.358282
8192,2,50,0,70,358843,0.358843
2048,64,50,0,10,359635,0.359635
2048,2,50,0,60,360256,0.360256
8192,2,50,0,80,361608,0.361608
1024,16,50,0,80,377507,0.377507
1024,16,50,0,70,377869,0.377869
1024,16,50,0,100,380042,0.380042
1024,16,50,0,90,381926,0.381926
1024,16,50,0,30,382237,0.382237
1024,16,50,0,20,382707,0.382707
2048,32,50,0,40,383659,0.383659
1024,16,50,0,40,385091,0.385091
2048,32,50,0,80,385843,0.385843
2048,32,50,0,0,385873,0.385873
2048,32,50,0,30,391924,0.391924
2048,32,50,0,70,392495,0.392495
1024,16,50,0,60,393487,0.393487
2048,32,50,0,50,393487,0.393487
4096,64,50,0,10,393737,0.393737
2048,32,50,0,90,393808,0.393808
2048,32,50,0,20,394700,0.3947
1024,16,50,0,0,394830,0.39483
4096,64,50,0,70,396603,0.396603
2048,32,50,0,60,396643,0.396643
1024,16,50,0,10,397054,0.397054
4096,64,50,0,60,397385,0.397385
4096,2,50,0,10,399639,0.399639
1024,16,50,0,50,402164,0.402164
2048,32,50,0,10,402443,0.402443
4096,64,50,0,100,404187,0.404187
4096,64,50,0,90,408505,0.408505
2048,32,50,0,100,413775,0.413775
4096,64,50,0,80,415167,0.415167
4096,64,50,0,40,415698,0.415698
4096,64,50,0,20,416489,0.416489
4096,64,50,0,50,417441,0.417441
4096,64,50,0,30,424615,0.424615
4096,4,50,0,0,436978,0.436978
1024,8,50,0,80,437959,0.437959
8192,4,50,0,0,445543,0.445543
2048,4,50,0,0,445683,0.445683
1024,8,50,0,90,449762,0.449762
1024,8,50,0,50,449841,0.449841
1024,8,50,0,70,450563,0.450563
1024,8,50,0,10,454459,0.454459
2048,16,50,0,20,457506,0.457506
2048,4,50,0,100,458507,0.458507
1024,8,50,0,40,460692,0.460692
4096,4,50,0,70,462505,0.462505
2048,4,50,0,90,468206,0.468206
2048,4,50,0,40,468666,0.468666
2048,4,50,0,60,470289,0.470289
1024,4,50,0,30,470320,0.47032
8192,4,50,0,20,471762,0.471762
1024,8,50,0,20,472955,0.472955
2048,4,50,0,50,472964,0.472964
1024,4,50,0,90,473364,0.473364
1024,8,50,0,0,473605,0.473605
2048,4,50,0,30,473605,0.473605
4096,4,50,0,60,474988,0.474988
8192,4,50,0,60,476150,0.47615
1024,8,50,0,100,476510,0.47651
1024,4,50,0,80,476611,0.476611
8192,4,50,0,100,477413,0.477413
2048,4,50,0,20,477923,0.477923
4096,4,50,0,40,478204,0.478204
1024,4,50,0,100,478795,0.478795
4096,4,50,0,10,479115,0.479115
8192,4,50,0,70,479196,0.479196
4096,4,50,0,30,479626,0.479626
1024,4,50,0,20,479927,0.479927
1024,4,50,0,10,480027,0.480027
2048,16,50,0,30,480338,0.480338
4096,64,50,0,0,480719,0.480719
8192,4,50,0,80,481520,0.48152
1024,8,50,0,30,481570,0.48157
8192,4,50,0,90,482121,0.482121
4096,32,50,0,20,482762,0.482762
1024,4,50,0,60,483764,0.483764
4096,32,50,0,80,483875,0.483875
2048,4,50,0,70,484235,0.484235
8192,4,50,0,10,484426,0.484426
8192,64,50,0,90,484676,0.484676
2048,8,50,0,100,486108,0.486108
4096,4,50,0,100,486399,0.486399
1024,4,50,0,70,487631,0.487631
2048,4,50,0,10,488132,0.488132
8192,64,50,0,0,488944,0.488944
4096,32,50,0,70,489044,0.489044
8192,64,50,0,70,489214,0.489214
8192,64,50,0,20,491949,0.491949
1024,4,50,0,0,492130,0.49213
8192,64,50,0,10,493603,0.493603
8192,4,50,0,30,495546,0.495546
4096,4,50,0,80,495556,0.495556
4096,4,50,0,90,495585,0.495585
1024,4,50,0,50,495636,0.495636
8192,4,50,0,50,495856,0.495856
8192,4,50,0,40,496137,0.496137
4096,32,50,0,60,496407,0.496407
8192,64,50,0,100,496808,0.496808
2048,4,50,0,80,497109,0.497109
8192,64,50,0,60,497279,0.497279
1024,4,50,0,40,497349,0.497349
4096,32,50,0,50,499202,0.499202
8192,64,50,0,80,499373,0.499373
4096,4,50,0,50,499493,0.499493
2048,16,50,0,80,500125,0.500125
2048,16,50,0,0,500976,0.500976
2048,16,50,0,90,501036,0.501036
8192,64,50,0,30,502659,0.502659
4096,4,50,0,20,503140,0.50314
4096,32,50,0,0,503541,0.503541
4096,32,50,0,30,504332,0.504332
2048,16,50,0,10,505535,0.505535
2048,16,50,0,70,507608,0.507608
2048,16,50,0,40,507809,0.507809
2048,16,50,0,50,509382,0.509382
4096,32,50,0,40,510854,0.510854
2048,16,50,0,100,510955,0.510955
2048,16,50,0,60,513509,0.513509
2048,8,50,0,30,514120,0.51412
4096,32,50,0,100,515843,0.515843
8192,64,50,0,50,516665,0.516665
4096,8,50,0,100,518358,0.518358
2048,8,50,0,90,521424,0.521424
2048,8,50,0,70,524610,0.52461
2048,8,50,0,80,525311,0.525311
8192,8,50,0,30,526864,0.526864
8192,8,50,0,90,527254,0.527254
4096,32,50,0,90,528426,0.528426
8192,64,50,0,40,528657,0.528657
8192,8,50,0,100,528677,0.528677
4096,8,50,0,50,528767,0.528767
4096,8,50,0,60,530230,0.53023
4096,32,50,0,10,531843,0.531843
4096,8,50,0,90,534778,0.534778
8192,8,50,0,40,535630,0.53563
8192,8,50,0,20,535740,0.53574
8192,8,50,0,70,535740,0.53574
8192,8,50,0,80,536031,0.536031
8192,8,50,0,10,537703,0.537703
2048,8,50,0,40,538505,0.538505
4096,8,50,0,20,538916,0.538916
2048,8,50,0,0,540018,0.540018
4096,8,50,0,80,542242,0.542242
1024,8,50,0,60,545088,0.545088
2048,8,50,0,10,546440,0.54644
4096,8,50,0,0,548083,0.548083
2048,8,50,0,60,548714,0.548714
8192,8,50,0,50,549836,0.549836
8192,32,50,0,30,549976,0.549976
4096,16,50,0,50,549977,0.549977
2048,8,50,0,20,550748,0.550748
2048,8,50,0,50,551489,0.551489
8192,8,50,0,0,552250,0.55225
4096,16,50,0,30,553953,0.553953
8192,16,50,0,100,553984,0.553984
4096,8,50,0,70,557300,0.5573
8192,16,50,0,50,558973,0.558973
4096,8,50,0,30,559194,0.559194
8192,16,50,0,0,559984,0.559984
4096,8,50,0,10,562400,0.5624
4096,8,50,0,40,562550,0.56255
4096,16,50,0,40,572328,0.572328
8192,32,50,0,20,573120,0.57312
8192,16,50,0,70,575994,0.575994
8192,32,50,0,40,577908,0.577908
4096,16,50,0,60,580383,0.580383
8192,32,50,0,70,582276,0.582276
8192,32,50,0,100,585192,0.585192
8192,16,50,0,80,586093,0.586093
8192,16,50,0,20,586384,0.586384
4096,16,50,0,90,588949,0.588949
4096,16,50,0,10,589209,0.589209
4096,16,50,0,100,589590,0.58959
8192,16,50,0,30,592956,0.592956
8192,32,50,0,10,597926,0.597926
8192,32,50,0,90,598486,0.598486
8192,16,50,0,60,599678,0.599678
8192,32,50,0,80,600490,0.60049
8192,16,50,0,40,602403,0.602403
8192,8,50,0,60,603566,0.603566
4096,16,50,0,70,604447,0.604447
8192,16,50,0,10,604608,0.604608
8192,16,50,0,90,604787,0.604787
4096,16,50,0,0,611530,0.61153
4096,16,50,0,20,616690,0.61669
4096,16,50,0,80,622010,0.62201
8192,32,50,0,50,628281,0.628281
8192,32,50,0,60,632218,0.632218
8192,32,50,0,0,638861,0.638861